Date,Count,Point
2014-05-23,44,Энгельс-1
2014-05-23,90,Белгород-1
2014-05-24,95,Октябрьский-1
2014-05-24,94,Сыктывкар-4
2014-05-24,85,Сыктывкар-2
2014-05-24,86,Ульяновск-1
2014-05-24,209,Сыктывкар-3
2014-05-24,102,Энгельс-1
2014-05-24,93,Белгород-1
2014-05-24,113,Самара-1
2014-05-24,186,Смоленск-1
2014-05-24,43,Красноярск-1
2014-05-24,214,Таганрог-1
2014-05-24,260,Самара-2
2014-05-24,90,Абакан-1
2014-05-24,120,Челябинск-1
2014-05-24,66,Долгопрудный-1
2014-05-24,364,Сыктывкар-1
2014-05-24,301,Ухта-1
2014-05-24,115,Сарапул-1
2014-05-25,57,Сыктывкар-2
2014-05-25,100,Самара-1
2014-05-25,35,Красноярск-1
2014-05-25,107,Белгород-1
2014-05-25,247,Сыктывкар-1
2014-05-25,45,Ульяновск-1
2014-05-25,246,Ухта-1
2014-05-25,187,Смоленск-1
2014-05-25,123,Сыктывкар-3
2014-05-25,99,Сарапул-1
2014-05-25,44,Энгельс-1
2014-05-25,83,Сыктывкар-4
2014-05-25,74,Долгопрудный-1
2014-05-25,146,Таганрог-1
2014-05-25,76,Абакан-1
2014-05-25,108,Челябинск-1
2014-05-25,194,Самара-2
2014-05-25,87,Октябрьский-1
2014-05-26,73,Долгопрудный-1
2014-05-26,172,Ухта-1
2014-05-26,38,Сыктывкар-4
2014-05-26,115,Таганрог-1
2014-05-26,47,Белгород-1
2014-05-26,126,Самара-2
2014-05-26,50,Октябрьский-1
2014-05-26,206,Сыктывкар-1
2014-05-26,26,Энгельс-1
2014-05-26,95,Сыктывкар-3
2014-05-26,98,Абакан-1
2014-05-26,39,Сыктывкар-2
2014-05-26,44,Ульяновск-1
2014-05-26,127,Смоленск-1
2014-05-26,19,Красноярск-1
2014-05-26,58,Сарапул-1
2014-05-26,74,Самара-1
2014-05-26,88,Челябинск-1
2014-05-27,113,Самара-1
2014-05-27,77,Сыктывкар-3
2014-05-27,58,Сарапул-1
2014-05-27,121,Таганрог-1
2014-05-27,14,Энгельс-1
2014-05-27,83,Белгород-1
2014-05-27,160,Самара-2
2014-05-27,43,Сыктывкар-4
2014-05-27,54,Ульяновск-1
2014-05-27,46,Сыктывкар-2
2014-05-27,156,Ухта-1
2014-05-27,60,Октябрьский-1
2014-05-27,34,Долгопрудный-1
2014-05-27,150,Смоленск-1
2014-05-27,82,Челябинск-1
2014-05-27,161,Сыктывкар-1
2014-05-27,28,Красноярск-1
2014-05-27,66,Абакан-1
2014-05-28,74,Белгород-1
2014-05-28,164,Самара-2
2014-05-28,133,Ухта-1
2014-05-28,16,Энгельс-1
2014-05-28,26,Сыктывкар-2
2014-05-28,67,Октябрьский-1
2014-05-28,105,Сыктывкар-3
2014-05-28,50,Долгопрудный-1
2014-05-28,90,Сарапул-1
2014-05-28,32,Сыктывкар-4
2014-05-28,151,Смоленск-1
2014-05-28,80,Челябинск-1
2014-05-28,99,Самара-1
2014-05-28,24,Красноярск-1
2014-05-28,53,Ульяновск-1
2014-05-28,110,Таганрог-1
2014-05-28,85,Абакан-1
2014-05-28,216,Сыктывкар-1
2014-05-29,77,Абакан-1
2014-05-29,95,Самара-1
2014-05-29,185,Сыктывкар-1
2014-05-29,88,Белгород-1
2014-05-29,44,Сыктывкар-4
2014-05-29,39,Ульяновск-1
2014-05-29,161,Самара-2
2014-05-29,73,Октябрьский-1
2014-05-29,52,Сыктывкар-2
2014-05-29,85,Челябинск-1
2014-05-29,91,Сыктывкар-3
2014-05-29,30,Энгельс-1
2014-05-29,156,Ухта-1
2014-05-29,171,Смоленск-1
2014-05-29,65,Долгопрудный-1
2014-05-29,102,Таганрог-1
2014-05-29,73,Сарапул-1
2014-05-29,12,Красноярск-1
2014-05-30,140,Самара-1
2014-05-30,77,Сарапул-1
2014-05-30,145,Таганрог-1
2014-05-30,32,Энгельс-1
2014-05-30,264,Ухта-1
2014-05-30,88,Абакан-1
2014-05-30,35,Красноярск-1
2014-05-30,68,Долгопрудный-1
2014-05-30,69,Ульяновск-1
2014-05-30,224,Смоленск-1
2014-05-30,55,Сыктывкар-2
2014-05-30,65,Сыктывкар-4
2014-05-30,221,Самара-2
2014-05-30,75,Октябрьский-1
2014-05-30,169,Сыктывкар-3
2014-05-30,109,Челябинск-1
2014-05-30,348,Сыктывкар-1
2014-05-30,114,Белгород-1
2014-05-31,36,Энгельс-1
2014-05-31,65,Сыктывкар-4
2014-05-31,122,Сыктывкар-3
2014-05-31,129,Самара-1
2014-05-31,240,Смоленск-1
2014-05-31,73,Долгопрудный-1
2014-05-31,134,Челябинск-1
2014-05-31,103,Сарапул-1
2014-05-31,208,Ухта-1
2014-05-31,56,Сыктывкар-2
2014-05-31,83,Абакан-1
2014-05-31,89,Октябрьский-1
2014-05-31,143,Таганрог-1
2014-05-31,307,Сыктывкар-1
2014-05-31,201,Самара-2
2014-05-31,68,Ульяновск-1
2014-05-31,102,Белгород-1
2014-05-31,47,Красноярск-1
2014-06-01,27,Красноярск-1
2014-06-01,117,Челябинск-1
2014-06-01,96,Белгород-1
2014-06-01,43,Сыктывкар-2
2014-06-01,99,Самара-1
2014-06-01,152,Октябрьский-1
2014-06-01,72,Долгопрудный-1
2014-06-01,216,Смоленск-1
2014-06-01,195,Ухта-1
2014-06-01,198,Таганрог-1
2014-06-01,271,Сыктывкар-1
2014-06-01,66,Абакан-1
2014-06-01,191,Самара-2
2014-06-01,37,Энгельс-1
2014-06-01,153,Сыктывкар-3
2014-06-01,54,Ульяновск-1
2014-06-01,93,Сыктывкар-4
2014-06-01,168,Сарапул-1
2014-06-02,54,Челябинск-1
2014-06-02,15,Красноярск-1
2014-06-02,162,Самара-2
2014-06-02,45,Сарапул-1
2014-06-02,115,Самара-1
2014-06-02,49,Сыктывкар-2
2014-06-02,29,Энгельс-1
2014-06-02,211,Сыктывкар-1
2014-06-02,90,Сыктывкар-3
2014-06-02,153,Ухта-1
2014-06-02,61,Октябрьский-1
2014-06-02,152,Смоленск-1
2014-06-02,62,Абакан-1
2014-06-02,98,Таганрог-1
2014-06-02,56,Долгопрудный-1
2014-06-02,104,Белгород-1
2014-06-02,45,Сыктывкар-4
2014-06-02,35,Ульяновск-1
2014-06-03,43,Сыктывкар-4
2014-06-03,12,Энгельс-1
2014-06-03,59,Октябрьский-1
2014-06-03,65,Белгород-1
2014-06-03,225,Сыктывкар-1
2014-06-03,134,Самара-2
2014-06-03,144,Ухта-1
2014-06-03,37,Сыктывкар-2
2014-06-03,40,Ульяновск-1
2014-06-03,105,Сыктывкар-3
2014-06-03,74,Абакан-1
2014-06-03,84,Челябинск-1
2014-06-03,118,Таганрог-1
2014-06-03,9,Красноярск-1
2014-06-03,131,Смоленск-1
2014-06-03,67,Долгопрудный-1
2014-06-03,74,Сарапул-1
2014-06-03,91,Самара-1
2014-06-04,37,Сыктывкар-2
2014-06-04,148,Самара-2
2014-06-04,85,Долгопрудный-1
2014-06-04,88,Самара-1
2014-06-04,43,Сыктывкар-4
2014-06-04,24,Красноярск-1
2014-06-04,121,Сыктывкар-3
2014-06-04,51,Ульяновск-1
2014-06-04,85,Белгород-1
2014-06-04,51,Сарапул-1
2014-06-04,119,Таганрог-1
2014-06-04,78,Октябрьский-1
2014-06-04,117,Ухта-1
2014-06-04,146,Смоленск-1
2014-06-04,83,Абакан-1
2014-06-04,26,Энгельс-1
2014-06-04,211,Сыктывкар-1
2014-06-04,61,Челябинск-1
2014-06-05,57,Абакан-1
2014-06-05,64,Белгород-1
2014-06-05,77,Челябинск-1
2014-06-05,39,Энгельс-1
2014-06-05,109,Таганрог-1
2014-06-05,119,Самара-2
2014-06-05,52,Ульяновск-1
2014-06-05,93,Самара-1
2014-06-05,82,Сыктывкар-3
2014-06-05,77,Долгопрудный-1
2014-06-05,49,Сыктывкар-4
2014-06-05,29,Сыктывкар-2
2014-06-05,69,Октябрьский-1
2014-06-05,198,Сыктывкар-1
2014-06-05,187,Смоленск-1
2014-06-05,170,Ухта-1
2014-06-05,22,Красноярск-1
2014-06-05,58,Сарапул-1
2014-06-06,39,Красноярск-1
2014-06-06,41,Энгельс-1
2014-06-06,94,Белгород-1
2014-06-06,110,Самара-1
2014-06-06,88,Абакан-1
2014-06-06,42,Сыктывкар-2
2014-06-06,82,Ульяновск-1
2014-06-06,141,Сыктывкар-3
2014-06-06,225,Ухта-1
2014-06-06,96,Долгопрудный-1
2014-06-06,72,Сарапул-1
2014-06-06,58,Сыктывкар-4
2014-06-06,266,Сыктывкар-1
2014-06-06,125,Таганрог-1
2014-06-06,79,Челябинск-1
2014-06-06,177,Самара-2
2014-06-06,182,Смоленск-1
2014-06-06,53,Октябрьский-1
2014-06-07,89,Сыктывкар-4
2014-06-07,177,Ухта-1
2014-06-07,221,Смоленск-1
2014-06-07,127,Белгород-1
2014-06-07,41,Красноярск-1
2014-06-07,138,Сыктывкар-3
2014-06-07,164,Самара-2
2014-06-07,81,Ульяновск-1
2014-06-07,242,Сыктывкар-1
2014-06-07,157,Челябинск-1
2014-06-07,116,Самара-1
2014-06-07,56,Сыктывкар-2
2014-06-07,84,Абакан-1
2014-06-07,565,Октябрьский-1
2014-06-07,117,Долгопрудный-1
2014-06-07,35,Энгельс-1
2014-06-07,149,Сарапул-1
2014-06-07,163,Таганрог-1
2014-06-08,191,Самара-2
2014-06-08,99,Самара-1
2014-06-08,22,Красноярск-1
2014-06-08,175,Смоленск-1
2014-06-08,160,Ухта-1
2014-06-08,228,Сыктывкар-1
2014-06-08,82,Октябрьский-1
2014-06-08,133,Таганрог-1
2014-06-08,45,Сыктывкар-2
2014-06-08,76,Абакан-1
2014-06-08,113,Белгород-1
2014-06-08,77,Сарапул-1
2014-06-08,50,Ульяновск-1
2014-06-08,88,Сыктывкар-4
2014-06-08,90,Челябинск-1
2014-06-08,102,Долгопрудный-1
2014-06-08,136,Сыктывкар-3
2014-06-08,45,Энгельс-1
2014-06-09,63,Белгород-1
2014-06-09,72,Сарапул-1
2014-06-09,95,Сыктывкар-3
2014-06-09,129,Смоленск-1
2014-06-09,72,Октябрьский-1
2014-06-09,23,Энгельс-1
2014-06-09,52,Абакан-1
2014-06-09,115,Самара-2
2014-06-09,93,Долгопрудный-1
2014-06-09,228,Сыктывкар-1
2014-06-09,40,Сыктывкар-2
2014-06-09,105,Самара-1
2014-06-09,127,Таганрог-1
2014-06-09,41,Ульяновск-1
2014-06-09,51,Челябинск-1
2014-06-09,24,Красноярск-1
2014-06-09,28,Сыктывкар-4
2014-06-09,136,Ухта-1
2014-06-10,20,Красноярск-1
2014-06-10,51,Ульяновск-1
2014-06-10,92,Самара-1
2014-06-10,108,Сыктывкар-3
2014-06-10,204,Сыктывкар-1
2014-06-10,83,Челябинск-1
2014-06-10,90,Белгород-1
2014-06-10,20,Энгельс-1
2014-06-10,58,Сарапул-1
2014-06-10,71,Абакан-1
2014-06-10,94,Долгопрудный-1
2014-06-10,87,Таганрог-1
2014-06-10,46,Сыктывкар-2
2014-06-10,171,Смоленск-1
2014-06-10,84,Октябрьский-1
2014-06-10,62,Сыктывкар-4
2014-06-10,120,Ухта-1
2014-06-10,135,Самара-2
2014-06-11,202,Самара-2
2014-06-11,90,Октябрьский-1
2014-06-11,23,Красноярск-1
2014-06-11,308,Ухта-1
2014-06-11,37,Энгельс-1
2014-06-11,103,Челябинск-1
2014-06-11,100,Сарапул-1
2014-06-11,201,Смоленск-1
2014-06-11,147,Сыктывкар-3
2014-06-11,79,Абакан-1
2014-06-11,73,Сыктывкар-2
2014-06-11,131,Долгопрудный-1
2014-06-11,84,Белгород-1
2014-06-11,367,Сыктывкар-1
2014-06-11,156,Таганрог-1
2014-06-11,59,Сыктывкар-4
2014-06-11,155,Самара-1
2014-06-11,96,Ульяновск-1
2014-06-12,148,Сарапул-1
2014-06-12,125,Ульяновск-1
2014-06-12,357,Сыктывкар-1
2014-06-12,36,Красноярск-1
2014-06-12,50,Энгельс-1
2014-06-12,192,Таганрог-1
2014-06-12,66,Сыктывкар-2
2014-06-12,68,Абакан-1
2014-06-12,73,Сыктывкар-4
2014-06-12,234,Самара-2
2014-06-12,128,Долгопрудный-1
2014-06-12,92,Белгород-1
2014-06-12,117,Самара-1
2014-06-12,221,Смоленск-1
2014-06-12,102,Октябрьский-1
2014-06-12,132,Челябинск-1
2014-06-12,214,Ухта-1
2014-06-12,143,Сыктывкар-3
2014-06-13,272,Сыктывкар-1
2014-06-13,84,Октябрьский-1
2014-06-13,181,Ухта-1
2014-06-13,89,Сыктывкар-4
2014-06-13,129,Таганрог-1
2014-06-13,57,Энгельс-1
2014-06-13,84,Ульяновск-1
2014-06-13,22,Красноярск-1
2014-06-13,119,Сарапул-1
2014-06-13,125,Самара-1
2014-06-13,51,Сыктывкар-2
2014-06-13,146,Сыктывкар-3
2014-06-13,85,Белгород-1
2014-06-13,214,Смоленск-1
2014-06-13,205,Самара-2
2014-06-13,63,Абакан-1
2014-06-13,86,Челябинск-1
2014-06-13,111,Долгопрудный-1
2014-06-14,178,Таганрог-1
2014-06-14,204,Смоленск-1
2014-06-14,190,Ухта-1
2014-06-14,115,Сарапул-1
2014-06-14,230,Сыктывкар-1
2014-06-14,124,Самара-1
2014-06-14,45,Сыктывкар-2
2014-06-14,86,Белгород-1
2014-06-14,116,Сыктывкар-3
2014-06-14,38,Энгельс-1
2014-06-14,67,Сыктывкар-4
2014-06-14,93,Октябрьский-1
2014-06-14,24,Красноярск-1
2014-06-14,77,Ульяновск-1
2014-06-14,63,Абакан-1
2014-06-14,77,Челябинск-1
2014-06-14,177,Самара-2
2014-06-14,136,Долгопрудный-1
2014-06-15,229,Сыктывкар-1
2014-06-15,29,Красноярск-1
2014-06-15,108,Долгопрудный-1
2014-06-15,141,Таганрог-1
2014-06-15,51,Абакан-1
2014-06-15,78,Сыктывкар-4
2014-06-15,81,Сарапул-1
2014-06-15,54,Ульяновск-1
2014-06-15,93,Белгород-1
2014-06-15,124,Самара-1
2014-06-15,216,Самара-2
2014-06-15,70,Челябинск-1
2014-06-15,192,Ухта-1
2014-06-15,99,Октябрьский-1
2014-06-15,67,Сыктывкар-2
2014-06-15,25,Энгельс-1
2014-06-15,144,Сыктывкар-3
2014-06-15,191,Смоленск-1
2014-06-16,99,Таганрог-1
2014-06-16,160,Ухта-1
2014-06-16,68,Октябрьский-1
2014-06-16,44,Ульяновск-1
2014-06-16,258,Сыктывкар-1
2014-06-16,73,Челябинск-1
2014-06-16,69,Сарапул-1
2014-06-16,24,Энгельс-1
2014-06-16,16,Красноярск-1
2014-06-16,45,Сыктывкар-4
2014-06-16,114,Сыктывкар-3
2014-06-16,63,Белгород-1
2014-06-16,46,Абакан-1
2014-06-16,116,Самара-1
2014-06-16,146,Смоленск-1
2014-06-16,79,Долгопрудный-1
2014-06-16,151,Самара-2
2014-06-16,58,Сыктывкар-2
2014-06-17,23,Энгельс-1
2014-06-17,109,Таганрог-1
2014-06-17,30,Сыктывкар-2
2014-06-17,67,Ульяновск-1
2014-06-17,121,Ухта-1
2014-06-17,204,Сыктывкар-1
2014-06-17,76,Белгород-1
2014-06-17,178,Смоленск-1
2014-06-17,61,Сарапул-1
2014-06-17,98,Долгопрудный-1
2014-06-17,114,Самара-1
2014-06-17,47,Сыктывкар-4
2014-06-17,70,Челябинск-1
2014-06-17,148,Самара-2
2014-06-17,49,Абакан-1
2014-06-17,15,Красноярск-1
2014-06-17,88,Сыктывкар-3
2014-06-17,82,Октябрьский-1
2014-06-18,82,Челябинск-1
2014-06-18,187,Самара-2
2014-06-18,78,Белгород-1
2014-06-18,28,Сыктывкар-4
2014-06-18,87,Октябрьский-1
2014-06-18,44,Сыктывкар-2
2014-06-18,97,Сыктывкар-3
2014-06-18,206,Сыктывкар-1
2014-06-18,32,Энгельс-1
2014-06-18,165,Смоленск-1
2014-06-18,146,Ухта-1
2014-06-18,77,Сарапул-1
2014-06-18,133,Самара-1
2014-06-18,15,Красноярск-1
2014-06-18,119,Таганрог-1
2014-06-18,83,Долгопрудный-1
2014-06-18,51,Абакан-1
2014-06-18,68,Ульяновск-1
2014-06-19,54,Абакан-1
2014-06-19,36,Сыктывкар-4
2014-06-19,68,Ульяновск-1
2014-06-19,102,Октябрьский-1
2014-06-19,80,Челябинск-1
2014-06-19,88,Сарапул-1
2014-06-19,166,Ухта-1
2014-06-19,202,Смоленск-1
2014-06-19,172,Самара-2
2014-06-19,83,Долгопрудный-1
2014-06-19,33,Сыктывкар-2
2014-06-19,25,Красноярск-1
2014-06-19,85,Белгород-1
2014-06-19,86,Сыктывкар-3
2014-06-19,101,Таганрог-1
2014-06-19,30,Энгельс-1
2014-06-19,107,Самара-1
2014-06-19,211,Сыктывкар-1
2014-06-20,14,Красноярск-1
2014-06-20,113,Челябинск-1
2014-06-20,94,Сарапул-1
2014-06-20,278,Сыктывкар-1
2014-06-20,63,Сыктывкар-4
2014-06-20,32,Энгельс-1
2014-06-20,84,Ульяновск-1
2014-06-20,220,Смоленск-1
2014-06-20,158,Самара-1
2014-06-20,57,Сыктывкар-2
2014-06-20,105,Долгопрудный-1
2014-06-20,109,Белгород-1
2014-06-20,148,Таганрог-1
2014-06-20,139,Сыктывкар-3
2014-06-20,185,Самара-2
2014-06-20,258,Ухта-1
2014-06-20,72,Октябрьский-1
2014-06-20,103,Абакан-1
2014-06-21,56,Энгельс-1
2014-06-21,205,Самара-2
2014-06-21,232,Смоленск-1
2014-06-21,270,Сыктывкар-1
2014-06-21,34,Красноярск-1
2014-06-21,72,Сыктывкар-4
2014-06-21,100,Сарапул-1
2014-06-21,135,Долгопрудный-1
2014-06-21,125,Белгород-1
2014-06-21,82,Абакан-1
2014-06-21,96,Самара-1
2014-06-21,81,Октябрьский-1
2014-06-21,133,Сыктывкар-3
2014-06-21,241,Ухта-1
2014-06-21,94,Ульяновск-1
2014-06-21,165,Таганрог-1
2014-06-21,52,Сыктывкар-2
2014-06-21,89,Челябинск-1
2014-06-22,112,Самара-1
2014-06-22,152,Сыктывкар-3
2014-06-22,42,Энгельс-1
2014-06-22,200,Ухта-1
2014-06-22,208,Самара-2
2014-06-22,77,Сарапул-1
2014-06-22,119,Долгопрудный-1
2014-06-22,71,Абакан-1
2014-06-22,234,Смоленск-1
2014-06-22,50,Сыктывкар-2
2014-06-22,67,Сыктывкар-4
2014-06-22,74,Челябинск-1
2014-06-22,80,Ульяновск-1
2014-06-22,42,Красноярск-1
2014-06-22,264,Сыктывкар-1
2014-06-22,114,Белгород-1
2014-06-22,154,Таганрог-1
2014-06-22,86,Октябрьский-1
2014-06-23,98,Долгопрудный-1
2014-06-23,100,Сыктывкар-3
2014-06-23,61,Сарапул-1
2014-06-23,92,Октябрьский-1
2014-06-23,164,Смоленск-1
2014-06-23,100,Таганрог-1
2014-06-23,118,Самара-2
2014-06-23,47,Сыктывкар-4
2014-06-23,13,Красноярск-1
2014-06-23,26,Энгельс-1
2014-06-23,170,Ухта-1
2014-06-23,69,Челябинск-1
2014-06-23,228,Сыктывкар-1
2014-06-23,47,Абакан-1
2014-06-23,94,Белгород-1
2014-06-23,41,Сыктывкар-2
2014-06-23,49,Ульяновск-1
2014-06-23,118,Самара-1
2014-06-24,84,Октябрьский-1
2014-06-24,66,Сарапул-1
2014-06-24,180,Сыктывкар-1
2014-06-24,58,Челябинск-1
2014-06-24,172,Самара-2
2014-06-24,34,Энгельс-1
2014-06-24,92,Сыктывкар-3
2014-06-24,101,Белгород-1
2014-06-24,200,Смоленск-1
2014-06-24,87,Таганрог-1
2014-06-24,39,Сыктывкар-2
2014-06-24,57,Ульяновск-1
2014-06-24,75,Самара-1
2014-06-24,129,Ухта-1
2014-06-24,42,Сыктывкар-4
2014-06-24,88,Долгопрудный-1
2014-06-24,12,Красноярск-1
2014-06-24,45,Абакан-1
2014-06-25,109,Сыктывкар-3
2014-06-25,73,Сарапул-1
2014-06-25,118,Таганрог-1
2014-06-25,39,Сыктывкар-4
2014-06-25,43,Сыктывкар-2
2014-06-25,84,Октябрьский-1
2014-06-25,75,Долгопрудный-1
2014-06-25,204,Сыктывкар-1
2014-06-25,129,Ухта-1
2014-06-25,24,Энгельс-1
2014-06-25,81,Белгород-1
2014-06-25,47,Ульяновск-1
2014-06-25,61,Челябинск-1
2014-06-25,143,Самара-2
2014-06-25,19,Красноярск-1
2014-06-25,89,Самара-1
2014-06-25,49,Абакан-1
2014-06-25,205,Смоленск-1
2014-06-26,194,Ухта-1
2014-06-26,55,Ульяновск-1
2014-06-26,31,Энгельс-1
2014-06-26,57,Абакан-1
2014-06-26,92,Октябрьский-1
2014-06-26,266,Сыктывкар-1
2014-06-26,116,Белгород-1
2014-06-26,15,Красноярск-1
2014-06-26,80,Челябинск-1
2014-06-26,103,Сыктывкар-3
2014-06-26,132,Самара-1
2014-06-26,156,Самара-2
2014-06-26,200,Смоленск-1
2014-06-26,91,Сарапул-1
2014-06-26,58,Сыктывкар-4
2014-06-26,89,Долгопрудный-1
2014-06-26,26,Сыктывкар-2
2014-06-26,98,Таганрог-1
2014-06-27,117,Белгород-1
2014-06-27,224,Самара-2
2014-06-27,74,Ульяновск-1
2014-06-27,41,Сыктывкар-4
2014-06-27,138,Долгопрудный-1
2014-06-27,82,Октябрьский-1
2014-06-27,296,Ухта-1
2014-06-27,46,Энгельс-1
2014-06-27,58,Абакан-1
2014-06-27,149,Сыктывкар-3
2014-06-27,161,Таганрог-1
2014-06-27,57,Сыктывкар-2
2014-06-27,152,Самара-1
2014-06-27,90,Челябинск-1
2014-06-27,252,Смоленск-1
2014-06-27,99,Сарапул-1
2014-06-27,350,Сыктывкар-1
2014-06-27,22,Красноярск-1
2014-06-28,111,Белгород-1
2014-06-28,67,Абакан-1
2014-06-28,92,Ульяновск-1
2014-06-28,107,Октябрьский-1
2014-06-28,30,Красноярск-1
2014-06-28,336,Сыктывкар-1
2014-06-28,162,Таганрог-1
2014-06-28,225,Смоленск-1
2014-06-28,197,Ухта-1
2014-06-28,79,Сыктывкар-4
2014-06-28,250,Самара-2
2014-06-28,125,Долгопрудный-1
2014-06-28,142,Сыктывкар-3
2014-06-28,96,Сарапул-1
2014-06-28,139,Самара-1
2014-06-28,83,Челябинск-1
2014-06-28,47,Энгельс-1
2014-06-28,61,Сыктывкар-2
2014-06-29,81,Октябрьский-1
2014-06-29,142,Таганрог-1
2014-06-29,252,Самара-2
2014-06-29,86,Сарапул-1
2014-06-29,132,Сыктывкар-3
2014-06-29,100,Самара-1
2014-06-29,47,Абакан-1
2014-06-29,39,Энгельс-1
2014-06-29,105,Белгород-1
2014-06-29,27,Красноярск-1
2014-06-29,82,Ульяновск-1
2014-06-29,96,Долгопрудный-1
2014-06-29,99,Сыктывкар-4
2014-06-29,200,Ухта-1
2014-06-29,68,Челябинск-1
2014-06-29,188,Смоленск-1
2014-06-29,291,Сыктывкар-1
2014-06-30,283,Сыктывкар-1
2014-06-30,63,Ульяновск-1
2014-06-30,69,Октябрьский-1
2014-06-30,32,Сыктывкар-2
2014-06-30,12,Красноярск-1
2014-06-30,31,Энгельс-1
2014-06-30,85,Сарапул-1
2014-06-30,45,Сыктывкар-4
2014-06-30,100,Долгопрудный-1
2014-06-30,87,Самара-1
2014-06-30,186,Ухта-1
2014-06-30,172,Самара-2
2014-06-30,114,Таганрог-1
2014-06-30,203,Смоленск-1
2014-06-30,76,Челябинск-1
2014-06-30,64,Белгород-1
2014-06-30,87,Сыктывкар-3
2014-06-30,43,Абакан-1
2014-07-01,107,Белгород-1
2014-07-01,79,Сарапул-1
2014-07-01,48,Сыктывкар-4
2014-07-01,44,Сыктывкар-2
2014-07-01,95,Самара-1
2014-07-01,131,Смоленск-1
2014-07-01,104,Таганрог-1
2014-07-01,11,Красноярск-1
2014-07-01,155,Ухта-1
2014-07-01,70,Октябрьский-1
2014-07-01,215,Сыктывкар-1
2014-07-01,37,Абакан-1
2014-07-01,92,Челябинск-1
2014-07-01,92,Долгопрудный-1
2014-07-01,99,Сыктывкар-3
2014-07-01,20,Энгельс-1
2014-07-01,190,Самара-2
2014-07-01,55,Ульяновск-1
2014-07-02,100,Самара-1
2014-07-02,108,Сыктывкар-3
2014-07-02,121,Таганрог-1
2014-07-02,84,Долгопрудный-1
2014-07-02,20,Красноярск-1
2014-07-02,35,Энгельс-1
2014-07-02,140,Белгород-1
2014-07-02,198,Сыктывкар-1
2014-07-02,70,Октябрьский-1
2014-07-02,169,Самара-2
2014-07-02,141,Ухта-1
2014-07-02,169,Смоленск-1
2014-07-02,49,Абакан-1
2014-07-02,64,Сарапул-1
2014-07-02,38,Сыктывкар-2
2014-07-02,64,Челябинск-1
2014-07-02,54,Ульяновск-1
2014-07-02,48,Сыктывкар-4
2014-07-03,81,Долгопрудный-1
2014-07-03,119,Ухта-1
2014-07-03,57,Челябинск-1
2014-07-03,82,Сарапул-1
2014-07-03,78,Сыктывкар-3
2014-07-03,39,Сыктывкар-4
2014-07-03,98,Самара-1
2014-07-03,125,Белгород-1
2014-07-03,39,Сыктывкар-2
2014-07-03,54,Абакан-1
2014-07-03,225,Сыктывкар-1
2014-07-03,160,Смоленск-1
2014-07-03,30,Энгельс-1
2014-07-03,138,Самара-2
2014-07-03,64,Ульяновск-1
2014-07-03,24,Красноярск-1
2014-07-03,100,Таганрог-1
2014-07-03,69,Октябрьский-1
2014-07-04,95,Сарапул-1
2014-07-04,78,Абакан-1
2014-07-04,43,Энгельс-1
2014-07-04,57,Сыктывкар-4
2014-07-04,267,Ухта-1
2014-07-04,111,Белгород-1
2014-07-04,216,Смоленск-1
2014-07-04,299,Сыктывкар-1
2014-07-04,73,Челябинск-1
2014-07-04,50,Сыктывкар-2
2014-07-04,36,Красноярск-1
2014-07-04,127,Самара-1
2014-07-04,57,Октябрьский-1
2014-07-04,137,Сыктывкар-3
2014-07-04,134,Долгопрудный-1
2014-07-04,81,Ульяновск-1
2014-07-04,143,Таганрог-1
2014-07-04,195,Самара-2
2014-07-05,130,Таганрог-1
2014-07-05,107,Долгопрудный-1
2014-07-05,85,Октябрьский-1
2014-07-05,242,Сыктывкар-1
2014-07-05,67,Абакан-1
2014-07-05,136,Самара-1
2014-07-05,24,Красноярск-1
2014-07-05,223,Самара-2
2014-07-05,165,Ухта-1
2014-07-05,80,Челябинск-1
2014-07-05,151,Белгород-1
2014-07-05,74,Сыктывкар-4
2014-07-05,131,Сыктывкар-3
2014-07-05,54,Сыктывкар-2
2014-07-05,81,Ульяновск-1
2014-07-05,107,Сарапул-1
2014-07-05,40,Энгельс-1
2014-07-05,226,Смоленск-1
2014-07-06,42,Сыктывкар-2
2014-07-06,84,Сыктывкар-4
2014-07-06,130,Сыктывкар-3
2014-07-06,237,Сыктывкар-1
2014-07-06,193,Ухта-1
2014-07-06,41,Энгельс-1
2014-07-06,60,Ульяновск-1
2014-07-06,27,Красноярск-1
2014-07-06,132,Таганрог-1
2014-07-06,71,Октябрьский-1
2014-07-06,104,Сарапул-1
2014-07-06,68,Самара-1
2014-07-06,110,Белгород-1
2014-07-06,173,Смоленск-1
2014-07-06,203,Самара-2
2014-07-06,70,Челябинск-1
2014-07-06,54,Абакан-1
2014-07-06,129,Долгопрудный-1
2014-07-07,172,Смоленск-1
2014-07-07,123,Ухта-1
2014-07-07,80,Долгопрудный-1
2014-07-07,195,Сыктывкар-1
2014-07-07,34,Энгельс-1
2014-07-07,82,Белгород-1
2014-07-07,63,Сыктывкар-2
2014-07-07,102,Сыктывкар-3
2014-07-07,48,Абакан-1
2014-07-07,113,Таганрог-1
2014-07-07,68,Октябрьский-1
2014-07-07,26,Красноярск-1
2014-07-07,47,Челябинск-1
2014-07-07,194,Самара-2
2014-07-07,56,Ульяновск-1
2014-07-07,43,Сыктывкар-4
