LFnext7,LFnext30,LFprev7,LFprev30
74.6769849254,60.453125,37.8934814902,61.375
48.8898676329,58.9375,47.4737923886,57.5625
1.0,38.625,28.376115263,28.376115263
155.595263686,149.0,130.673711824,164.25
189.001530708,205.0,176.815900014,187.25
254.3835804,305.0,162.247326441,264.396191171
99.8313845785,73.625,61.4394387702,67.5625
226.080635939,251.25,221.92519101,289.368164062
160.302727656,165.03125,87.2010754601,168.0
1.0,111.125,178.692808338,125.375
122.753662528,125.0,109.20438984,123.765625
78.6209067408,111.375,98.3284429858,117.5546875
31.2325190383,83.96875,80.6663510242,46.953125
102.090908005,102.09375,93.0373022774,103.5
135.274366689,130.75,209.611931236,162.0
5.58588679536,57.0,42.6083907803,22.875
163.05997047,125.5,61.7060104688,58.0
309.140710972,232.0,246.648121141,296.625
95.4548971153,92.171875,66.1573684548,93.0
175.617849299,190.375,205.670390541,232.15625
88.4318461383,99.75,100.698235297,112.5
1.0,109.125,136.183296191,96.59375
109.523217233,58.125,42.9449400615,77.84375
8.83851265391,93.75,68.5993269063,96.96875
216.632940727,285.0,157.270665731,316.115391007
1.73679251127,35.125,28.1896433769,28.1896433769
641.490208859,125.0,79.7510140372,84.0
139.231223741,161.75,171.176297414,162.5
170.825570754,132.75,91.1232997671,137.0
123.901486135,98.75,145.837923562,150.0625
1.0,124.1875,55.5307647346,98.4375
164.579621015,144.0,246.120932356,207.5
67.2294375722,109.5,96.7624328438,110.375
131.730647553,112.0625,176.359320223,151.447265625
1.0,92.90625,109.44840753,80.5
606.538842942,111.1953125,100.09380648,117.603585116
121.378268223,88.640625,149.84818987,113.84375
70.3405714559,91.15625,88.993915115,91.0
11.9605997259,25.625,26.3888137538,26.3888137538
44.3239710174,101.875,68.9938273456,89.5
1.0,87.5,78.016739195,66.0
77.0845160424,66.94921875,82.6236232236,77.25
107.906383613,239.25,257.437759107,190.024121252
88.2468691865,125.375,163.87442671,122.375
224.066238821,98.40625,88.0694747652,63.0
86.1356182651,44.3125,40.9476655964,64.875
175.760913008,163.875,196.809488502,191.5625
1292.08710781,93.3125,798.134936429,480.263671875
289.763774048,183.5625,184.418133027,170.5
137.788683339,107.84375,81.080336506,112.0
54.8388428467,81.0625,91.7888153699,77.0
28.2716099742,35.6875,33.3242711279,33.3242711279
66.0575519829,77.0,118.202773897,70.25
78.9913667464,88.5,36.5401103495,82.0
32.6780219018,37.75,33.1878660314,13.75
152.564642263,78.75,38.2536553331,71.3363869943
41.4979545682,84.0,1.0,34.6875
88.117777697,109.099609375,77.7790853199,68.75
61.7904532166,63.1875,54.5826842524,55.921875
49.133695224,60.9375,50.3194298704,40.75
1.26132667848,35.359375,93.8260658358,25.5
204.567882619,196.21875,131.918572219,211.84375
107.549922128,114.5,90.6988936172,107.356567383
108.92141949,164.5,119.017677319,79.125
80.3120203218,72.0625,40.7831051033,49.3125
18.8946473261,72.0,25.4859072724,52.65625
72.8120944829,79.375,57.9881253412,80.875
113.821669912,125.75,116.55751791,103.90625
55.1705695769,64.21875,41.8143981961,47.5
332.769104596,80.046875,62.4289696269,69.2624009484
153.25323431,162.25,204.172921608,179.75
59.9217177213,56.25,63.2504221324,56.8125
83.9121046657,90.5,108.023229025,76.5
90.1935775786,84.5625,26.9696372825,66.375
71.9874353389,76.8125,126.716545037,92.625
30.6770950388,28.84375,19.3091018885,19.3091018885
69.0137597404,86.9778442383,45.4966943804,51.5
36.0965212029,45.59375,31.2649238096,24.0
80.315598492,128.25,100.288061153,75.0
67.9268735038,45.6875,1.0,17.0
78.616965023,89.25,92.3559840112,68.125
45.3337312784,73.75,64.3365638276,44.34375
63.6216009927,91.65625,93.0377990018,58.5
94.6749142958,93.25,64.5728947685,99.103515625
70.2892872503,85.34375,56.029711411,84.6015625
118.126150696,139.48828125,96.9504546301,95.875
52.3437933775,61.5,47.0747174378,41.5
156.86866816,180.625,169.375501452,173.5
81.0718697749,89.3828125,103.068012954,59.0
87.1322664,138.84375,91.8308128839,93.796875
87.3853606661,108.6875,80.7489490231,78.4375
29.5890191348,40.8125,30.6538766142,18.75
59.4873682791,49.3125,63.1779182063,52.4375
57.5255145517,80.2109375,51.3951946256,48.8125
30.8550585257,27.75,27.7295839657,27.7295839657
271.811206044,89.734375,47.5422076841,54.1233863376
62.08590314,40.53125,26.9850500381,24.0
85.2678347958,63.625,99.9113083376,45.0625
106.81267319,61.21875,125.990506429,63.0
52.7704388629,92.109375,36.8544780472,57.0625
84.8666349447,116.9375,114.636480814,104.75
76.7817815083,73.1875,82.9975688319,69.5
149.493860819,109.7265625,115.2062411,76.875
144.677925087,72.4375,91.2662716236,61.6909258821
70.8227157129,92.66015625,100.815774634,109.375
109.085210968,99.625,83.1791198219,97.0
39.7370871932,26.4375,31.3471826613,31.375
89.6535748263,75.4375,79.2853971195,124.046875
29.585979863,9.5078125,64.5397535088,65.5549765593
196.353186675,163.3125,143.555125344,195.9375
52.1702009618,45.0625,91.377334747,63.5
56.7564341526,47.484375,55.2548965257,65.25
22.9084211492,45.0625,43.5316590077,28.734375
113.622748225,89.4765625,91.602829959,109.5
103.834646751,103.875,150.578447505,104.746562949
44.2561929211,93.96875,1.0,25.75
45.8662023695,31.53125,146.914973037,1.0
101.376930228,109.625,136.549625539,112.0
118.716821388,105.46875,143.273754923,152.1875
73.4173412948,73.3515625,80.031161187,70.25
150.642433055,130.5,150.476950383,139.71875
85.8800692445,87.0,102.235620358,61.4375
238.800976223,222.5,200.452058848,196.5
154.475306716,196.5,162.737936708,183.0
125.442655706,123.875,80.7969433274,85.138671875
287.15286983,285.0,183.972155419,236.875
178.771301896,118.4375,160.730739974,148.5
45.0829352825,48.25,56.762461909,56.75
84.5341212056,85.9375,95.0718049548,92.21875
97.4654168489,97.0,87.1433970823,95.5
114.517076422,96.59375,128.348750291,148.0
105.351579138,100.03125,120.989821148,111.09375
69.2847514723,55.25,66.35831185,68.0
94.8329567435,99.921875,87.9791615943,128.0
303.217699305,261.0,318.680837315,313.5
11.4524690246,150.75,138.567685437,149.5
174.577493442,127.703125,83.8704558795,110.69140625
27.2471222175,126.76953125,188.844260312,142.053905753
18.3333358788,30.46875,131.995488916,20.3144798686
79.9316917727,95.625,118.030377937,111.5
134.795477609,103.75,142.820039668,122.5
119.3994583,124.25,161.960926245,107.0
208.050775127,208.0,227.321220971,226.0
192.520022037,216.625,220.426527955,270.65625
41.8772902089,141.5625,161.813488666,182.25
98.2020723186,90.697265625,109.684505804,108.625
157.818733475,140.203125,221.491041165,193.65625
36.1297354783,35.625,51.1399021353,55.037109375
113.141550915,75.14453125,1.0,146.344213948
92.4595711818,80.75,129.441956891,120.125
31.0963632065,12.875,49.8133743714,42.5
207.495888527,88.625,139.793180556,186.5
132.421622563,112.25,112.437971909,102.9375
81.819274634,79.953125,105.059463162,103.1015625
154.916796664,155.0,201.491723998,186.25
189.730115274,106.4375,127.719704204,130.25
259.140286191,190.4375,214.378379804,279.8125
64.524134646,69.15625,37.1109289236,73.1796875
78.2765943315,67.875,68.8809925991,74.78125
105.748264837,66.96875,131.142318521,103.875
90.6096338139,68.0,142.366049145,119.953125
137.821333711,78.53125,1.0,73.1804320951
48.6517314251,59.0,48.6903480384,21.125
25.2786892434,80.0,70.0665075263,64.25
1.0,15.0263671875,,
63.789155408,57.9375,67.6451980339,48.7109375
56.6534185803,72.125,33.7497712123,57.25
89.2419412051,79.625,81.0673908434,63.0
66.2788264819,68.625,83.6084925078,63.5625
72.7172673412,27.65625,15.5549392502,24.140625
175.021581853,146.3125,41.7725553346,89.5
89.4460557663,76.71875,65.2629852305,108.5
27.1750052987,22.6875,67.2104725641,30.75
38.4388655059,79.4375,56.1653280649,56.25
106.821114833,82.875,104.437759956,99.40625
181.320318017,136.6875,102.773160205,96.5
30.2214498137,101.5,92.7773786379,75.125
146.623276349,173.0,193.101541835,181.0
1.0,41.0625,63.0090216706,33.0
97.356558459,74.6875,61.6257126071,47.953125
16.4836656254,61.546875,24.2108534107,35.1875
125.827983761,83.0,30.1437553628,64.25
1.0,13.65625,9.0,9.0
65.9543129856,73.0625,17.9665693384,40.5
65.7825022205,94.0,52.9244199903,81.125
1.0,64.375,68.9413135153,40.375
199.754638779,100.375,83.1751861762,78.25
1.0,163.6875,89.0858404652,117.75
166.103373753,189.25,151.651828332,170.375
80.3570969656,85.78125,98.6558465251,96.375
1.0,68.34765625,102.452629288,58.46875
48.1162240304,88.5625,1.0,79.9522982685
157.860858699,67.9375,100.92733547,90.6875
47.5241910679,131.21875,139.833134418,122.5
1.0,26.14453125,26.7013914346,27.0
151.432282619,182.0,159.533524207,172.40625
97.8756552697,80.875,27.9840256428,63.1776700008
39.4791792009,51.0,26.6681955428,39.25
52.3947275307,60.7578125,49.4208184707,45.375
116.998793695,140.0,86.3358890451,101.5
87.2863999319,83.0625,77.8300042346,75.75
114.187818025,87.15625,111.209946851,97.75
80.1544378285,85.5,93.8033928623,97.625
134.819284834,111.625,133.822512179,104.6953125
1.0,12.1875,9.0,9.0
66.1237744112,94.75,129.268867903,76.625
59.7130791961,65.359375,51.609148185,52.125
22.3926274152,19.234375,25.2611237352,33.375
43.7945180307,58.04296875,54.3260170607,48.375
8.50256838455,32.53125,54.8564511442,33.45703125
49.1623304941,55.39453125,71.5372928127,64.01171875
71.841411203,86.0,59.3110745167,87.0
158.478706282,137.625,158.790017349,127.0
13.4499428008,86.92578125,144.579986179,85.75
109.324985066,94.5,54.5473197401,67.6992250402
92.7609626494,57.6787109375,48.4754760252,70.0625
57.7581403944,111.5,121.01211764,105.25
7.54065607082,155.125,99.8641143974,127.0
28.3540585916,59.1318359375,25.4160662787,44.5
169.986351819,117.1640625,111.886681946,99.375
63.8232593626,71.25,76.9134760233,56.0
32.0515760718,106.75,75.4774570944,78.75
1.0,65.05859375,51.1318176753,56.65625
446.871784815,113.296875,63.4402865511,225.5
11.3180142323,24.62890625,27.8060182483,35.625
141.154441399,68.11328125,31.6748124212,65.0
2.42806374823,28.6875,61.4408951637,37.0
8.27516630006,23.5341796875,9.0,9.0
77.5310196863,237.125,190.839578118,180.0
82.6938938937,93.40625,118.628213629,111.5
472.693659587,292.712890625,329.154195964,260.75
123.065735765,125.6484375,130.915831007,152.0
16.1206127693,66.25,144.149011015,127.375
209.466546787,84.0,85.9653122838,99.4375
167.156749806,128.75,174.504954144,113.665039062
158.603629723,180.5,195.499748643,191.75
128.107927317,180.921875,269.277756452,279.875
205.128268495,107.03125,106.267630009,115.25
144.759184046,70.75,247.105926331,107.375
32.9103174921,77.8125,73.8441683738,72.75
87.4376189639,94.25,180.268909554,121.433757306
183.718898683,24.1875,29.7559662503,93.96875
28.3233892026,92.0,57.5496892957,46.25
43.6810241372,43.46875,48.9835625128,46.9375
151.309266484,114.125,130.008734617,147.890625
14.8540274226,17.171875,20.9232586318,20.9232586318
1107.41550863,93.96875,142.385234199,8.125
71.4105707256,95.0625,126.108235328,141.541400133
66.8513739891,91.421875,104.356195603,130.125
134.08600083,91.765625,115.746775585,113.0
1.0,62.5078125,106.937263109,87.875
201.861775975,139.25,272.478829004,244.6875
59.8703743238,38.25,48.4173338684,54.3125
93.8323677018,126.720703125,127.905396342,101.171875
45.669216921,14.79296875,41.7807085687,33.0
84.035226074,165.71875,197.237022247,186.375
118.795573995,64.92578125,68.6030076784,114.5
20.3529497659,15.9609375,15.1583479977,15.1583479977
88.6902995708,158.625,225.182510749,213.25
87.9069667267,83.375,140.969006083,127.25
381.966881562,72.0625,117.088408757,123.84375
1.0,111.84375,143.314396309,150.25
156.729907384,188.25,265.13254481,286.75
259.151710772,251.5625,222.122272558,230.4375
34.9532564256,43.861328125,24.4721906165,34.75
249.206680106,190.75,166.71292409,191.5
174.546196796,209.25,166.443683367,208.3125
2184.88632782,108.4296875,99.7938434223,168.5
36.8831523266,45.0,69.4886441332,58.21875
190.012982228,151.9375,101.61925913,133.5
112.174509115,106.0,89.6009034138,120.359375
1.0,104.6875,70.4769461426,91.25
32.233266997,26.78125,49.0070196961,49.0070196961
1.0,84.375,66.3773565709,69.7900399265
61.6449010862,76.796875,127.405472183,117.9375
78.7573628119,129.375,99.1199989275,104.375
106.54643097,76.453125,48.9244909843,74.21875
141.365671634,110.5,1.0,159.242815184
90.0053610107,87.984375,86.7029060576,93.46875
178.217637198,78.0,100.880660993,69.34375
110.635306574,133.9140625,93.867816577,73.75
15.4839838896,16.4609375,1.0,1.0
43.1543338408,66.8125,82.486997969,22.0605845916
40.7110670728,29.5625,55.0716030767,29.75
65.3289348454,48.609375,51.038443548,45.875
1.0,46.5,70.845204975,51.296875
81.4982804962,96.5,91.8269422446,83.5
58.2479657672,84.9375,13.0960665488,88.0
144.375939416,164.25,145.365454068,149.03125
66.1582683257,73.53125,74.6593776415,48.9375
60.3315932779,57.078125,35.7217712052,48.25
66.4191741191,124.734375,113.318058693,103.125
39.477076075,17.8649902344,32.877457883,19.0
29.7023478235,32.96875,33.6565605618,22.5625
54.7191833118,72.234375,91.4398109384,62.478990694
103.451298698,134.6875,167.96760074,120.5
60.0332998027,53.21875,47.8305138336,43.1349790003
48.6204304021,114.125,92.849589443,92.5
28.907451442,55.03125,27.2253115679,26.375
78.2577065767,81.71875,110.593534172,97.0
90.2818050136,82.796875,85.3256648145,61.375
198.395463334,188.0,164.516264611,154.75
22.7972881758,12.6533203125,11.0894984029,7.27044224915
50.7065687671,55.578125,78.8505425992,57.0152812466
75.7060569803,83.8125,45.0755958655,48.1379798234
49.0153072233,81.25,45.152390934,64.2727676532
23.0170032611,37.109375,21.1784425025,20.75
103.125796334,113.015625,78.0551120083,72.0
59.75003003,51.8125,37.7657027979,43.875
141.693621287,151.9375,84.7126256546,84.625
105.622397002,124.0,86.0173862096,92.25
40.260205401,26.5,33.770737858,39.25
45.7754250086,46.75,58.5577755722,44.5
41.1204046328,25.8828125,1.0,15.25
32.5844810637,26.4375,72.7899150339,21.75
50.4479464951,57.8125,27.9225222154,57.9802986511
40.8316851484,52.5,63.7541446766,61.0
60.9377034881,60.34375,96.9215193438,50.25
93.1780563593,90.5,28.0870096728,68.28125
79.6257901138,87.0,114.988257458,86.125
201.218919,209.5,163.659254052,156.5
82.3165765466,90.375,56.4014559891,58.7535137949
147.927180148,154.125,125.764255895,101.859375
32.7326884937,59.5,66.8268446545,36.0
110.858548462,120.125,110.449338844,101.5
25.0369327891,37.3125,30.5743810695,17.6521380553
99.5320064487,114.1875,74.2886129731,69.0
23.5327102604,18.64453125,33.6007954801,22.2533170012
69.3461478118,125.625,66.8846937993,78.875
37.9631442035,35.625,59.814068611,40.9375
62.0699712123,93.25,106.869224669,61.1885296655
37.4204952658,51.7890625,25.3734058153,18.4532238893
27.2114417803,32.125,100.144899128,23.3125
150.372410381,176.96875,159.033759581,116.5
97.8431616833,148.34375,79.0577446895,87.0
98.2453197415,87.046875,136.470788109,99.5625
70.9303624377,71.5615234375,33.3423200504,40.625
42.9830373278,42.875,82.761359303,46.25
71.1028365077,75.17578125,139.674239668,55.5
165.36803959,180.8203125,68.6494012769,127.0
71.5885095313,66.66796875,43.161787073,60.6908124503
93.4555573381,92.2109375,14.7195767465,74.0
99.4344845068,115.4375,38.8439611105,70.5081049136
100.514165809,59.75,76.3343201178,76.75
21.3179076102,35.90625,61.0819446414,53.3326229177
121.770099636,121.875,166.497302935,69.7048590621
160.269804474,166.6328125,63.7075417494,70.25
229.290708875,267.125,193.818869317,175.5625
187.511581501,193.22265625,169.391855858,132.875
116.982569998,148.28515625,172.129500861,150.125
119.150309516,118.0078125,122.576990564,108.250643157
230.394940527,270.875,212.727740202,231.5
31.7526833556,36.689453125,47.0698638875,46.65625
194.774630081,206.046875,284.33625699,200.0
100.911734274,118.71875,128.818784125,131.75
49.3512815858,56.9921875,32.2395634282,40.1622143825
28.8088983576,31.8212890625,37.564218467,31.2129277777
78.7081493849,82.0234375,124.077622684,78.0047867372
259.651452052,366.96875,376.988806355,279.0
126.93679743,139.296875,69.9509429032,109.240086622
108.733910629,123.689453125,95.045966323,116.875
85.9083784068,124.765625,211.108250662,83.041015625
96.0454801446,104.84375,120.498707967,108.875
67.6441847309,79.890625,64.3258550119,53.953125
79.2887194116,81.3203125,55.3129112396,79.1875
119.658980981,193.0,163.614087591,142.256139519
1.82128106216,116.28125,177.960616668,88.75
155.481558988,100.78125,181.28593493,89.4577028027
80.5126432548,117.1875,149.306343392,173.5
83.6287216055,212.5,361.959642639,268.0
147.740261577,245.5,455.539225052,271.5
121.103535425,133.96875,99.0866583926,118.203125
77.1743128701,190.25,257.84653375,145.980445287
15.1042737409,34.921875,59.9546179303,60.345703125
101.790290994,245.46875,216.765383138,163.5
68.2423810267,125.625,107.739371861,105.5
56.3729837896,142.0625,21.9041816667,158.0703125
169.773643292,310.625,505.660594493,308.0
72.4201361483,60.0625,34.5414893534,26.734375
39.239286259,59.5,43.0738023651,60.55859375
72.7684558635,92.296875,141.518110274,115.3125
141.338617659,105.6875,54.0473887148,86.75
1.0,106.75,104.917878586,82.25
117.596831206,199.5,232.682075352,210.0
39.7527397247,87.84375,74.3578194416,101.25
224.188235115,294.0,250.878845982,260.0
112.06378652,169.5625,159.274991098,134.899926372
130.475710961,94.421875,119.652357592,76.1602528498
85.955457454,130.953125,69.7602052413,113.46875
67.2250958607,131.125,147.347160631,93.25
151.746976997,224.125,170.595352691,135.34375
58.5772361059,50.046875,44.2477249579,37.375
19.4251823607,30.03125,37.5817124034,27.25
1.0,33.9375,,
135.167444009,92.125,48.770131423,60.71875
232.581354738,210.875,244.483642199,196.0
67.149415964,58.23046875,52.1322457882,35.1875
168.67481469,115.328125,42.3146808861,92.0
49.3296762159,146.0625,366.169474734,125.586943233
122.292553642,125.403076172,101.739337805,95.0
6.99399371226,1.09799921208e+12,21.1604327671,21.28125
66.1998304865,1.0,73.262898508,50.875
1.0,8.04743324086e+12,151.73352586,66.0
1.0,9.73622956919e+12,15.7107010709,39.3125
66.333939391,3.86670249902e+12,,
95.3434103742,3.19779454266e+13,174.640789191,44.5
1.0,9.52107929068e+12,29.3780629784,23.9375
127.858976166,5.14116844832e+12,76.5736150656,50.7363800425
1.0,2.46792899131e+12,38.0141984362,50.4566571739
148.008199569,1.0,100.62292834,90.0
148.945374242,1.0,1.0,42.5
223.616524444,1.0,63.9760445733,74.28125
203.792415734,1.0,157.042501992,148.0
18.378652204,6.92393805567e+13,299.546745444,30.8578133931
50.8653793913,1.0,124.309160277,119.0
42.9289110027,7.20921137159e+12,111.535720909,75.984375
61.2886408312,1.0,96.5549251397,68.5
1.0,1.7858590257e+13,47.6506826462,23.6875
103.611363312,5.81727770156e+14,195.264019879,176.416924972
20.6312407619,1.52253107047e+13,210.748543761,53.9699593633
1.0,4.02028137702e+13,108.73783998,87.3805839638
1.0,1.0,16.160877681,9.8359375
1.0,4.62360492165e+12,100.388704851,62.9741791523
66.9791221441,1.0,124.847056077,121.004423662
41.8275333949,8.72490744951e+12,55.3495535007,37.375
61.1540710136,1.0,90.0944531413,72.7188891182
30.844579548,1.0,89.5578912311,55.30859375
19.4418943418,1.60834577492e+13,4.0,4.0
12.2759308525,1.07292369393e+12,38.7875752255,32.0
101.189217698,1.0,118.988589637,124.8125
75.4068112753,1.0,103.653561462,81.5
15.5851589757,1.0,45.9246040848,34.8711806761
1.0,4.70329762083e+13,3.29011498551,22.75
35.7211539787,1.0,57.4007227526,56.3886425187
55.5590002291,1.70776422906e+13,123.023033408,74.9439576138
56.8895086434,2.29919047642e+12,180.994917028,96.9627410855
218.306414039,1.58166313798e+14,167.303758693,86.5
10.4229750542,5.83139973613e+12,231.886301141,56.125
95.5207780701,3.26094005034e+14,209.962475702,99.0
1.0,1.0,107.542670702,74.8229122191
176.257363839,8.9189547757e+13,1.0,57.125
58.0353217087,1.0,252.624043857,84.6310735846
93.6062294061,1.0,60.063447405,51.1075827909
216.576469721,2.42433761281e+13,99.9784459584,114.0
89.4089539067,1.0,85.197075831,76.0
32.2488824351,1.0,26.3056618944,32.8828125
61.241355345,1.0,4.0,4.0
1.0,1.0,143.677076382,150.0
384.582306331,2.5216402675e+13,72.7894234197,24.8125
45.9093494304,3.47339701699e+13,232.04723093,195.75
11.1188978345,4.14302109199e+13,46.7793729079,31.875
1.0,1.66333909065e+13,1.0,18.65625
20.7646553637,1.0,44.9772259212,31.125
29.4172077313,4.29780423124e+13,103.451216107,77.8125
45.5042098666,60.75,103.499877999,1.76348903753e+12
163.118243799,55.0,19.3338892321,1.0
5904.81851465,140.5,251.833663033,1.1816255434e+13
1.0,59.0,116.677797288,5.53962993609e+11
17.9655118214,38.3671875,4.0,4.0
1.0,200.0,151.322331918,5.89177468018e+13
1.0,196.25,195.257527509,1.0
821.823618644,25.5,1.0,1.72268831378e+13
1.0,36.0,1.0,1.0
1.0,122.0,134.267317746,95.4799214241
1.0,99.75,75.4668724063,1.0
1.0,70.0,165.70885541,1.0
279.345879619,17.6875,72.638274185,1.0
43.8479763252,127.0,91.9452181188,1.50678265423e+13
1.0,78.375,27.7988595822,1.0
1.0,233.0,280.414242926,2.47974301963e+11
12.6594514715,54.0,49.4616680916,54.18444177
1.0,127.75,323.854640806,91.3994592844
19.4839599724,89.25,40.1283730627,125.28125
14.2435795619,19.125,32.8143849602,1.0
168.753106225,109.6875,151.365650393,184.823264143
1.0,125.75,147.231888874,158.75
100.886174634,135.5,90.0220560066,215.057285341
13.1427892906,75.53125,75.7193868701,128.75
445.15592937,162.0,206.306639677,705.85441353
87.5353263832,85.0,95.2028369323,139.5
98.989562961,103.25,132.072920796,121.0
29.9976526715,105.375,138.008515001,123.5
58.1129123331,36.5,43.8202938427,56.381680136
1.0,342.75,425.182321377,393.6953125
551.558338548,254.0,130.563294628,145.5
178.058734655,62.0,113.421194006,92.25
92.9776927637,82.5,86.0115170096,102.414827371
58.1609634504,46.5,130.503153878,86.125
182.183400977,188.5,52.3699836011,231.75
62.5841944958,71.8125,30.3411508011,30.3411508011
45.0838609901,173.1875,266.786678063,247.541725998
65.8179985392,54.4375,52.1132945795,66.5
396.536110802,54.65625,1.0,1.0
48.308716184,117.0625,146.234996925,117.0
750.10858034,277.125,197.253761983,369.625
92.8116638695,80.2421875,77.2028253081,101.590155232
53.683061418,89.625,84.1689859545,104.5
51.1526508996,87.1875,115.501431626,141.930796579
163.515359288,203.5,349.92165768,274.085685974
8.87578119051,27.1875,22.8168841132,15.1494414314
1.0,27.53125,24.824891711,23.23046875
1.0,257.6875,218.113131668,233.0
57.2635611387,94.125,118.78098755,133.0
1.0,102.875,106.071716776,122.0
1.0,161.25,226.459874979,181.394724397
3999.95403313,145.125,1.0,142.979560347
1.0,102.40625,113.957037934,123.5
89.9526327253,77.546875,106.213750189,131.5
1.0,107.09375,94.7569964358,97.80026272
1.0,31.46875,19.1399620389,10.2150301809
125.5,205.65625,184.782480614,168.1484375
64.765625,66.8125,81.8952504684,107.125
76.6875,78.6875,120.192121669,77.625
1.0,121.25,115.37888742,61.84375
1.0,234.25,278.057332159,281.939497185
1.0,165.3984375,194.693368567,177.827517705
1.0,130.875,143.660333613,177.437150521
69.3125,81.0625,104.052361767,106.88671875
52.125,86.0625,70.2495896318,72.205078125
1.0,206.75,207.638369971,209.013636991
1.0,98.0,110.877681874,106.75
1.0,46.78125,63.0698318686,63.0698318686
34.0,22.4375,18.7450930169,11.5639648438
833.875,57.21875,1.0,1.0
184.4375,79.75,25.0027771246,88.8576932181
132.0,147.0,119.803817223,138.485251308
511.0,23.34375,24.9697774704,16.9426521195
26.33203125,11.109375,17.5729853918,10.154296875
38.66015625,74.75,70.5009151474,70.25
1.0,108.0,188.330059489,92.5621176457
176.96875,154.1640625,184.707116216,156.75
84.1171875,102.625,159.659068887,91.3153167081
76.78125,50.4375,110.978087857,69.75
84.421875,59.25,16.1246451151,55.0
1.0,69.75,185.842414804,72.8778112798
107.546875,46.4375,99.7185196948,61.0
409.859375,150.5,106.53721493,90.161489042
15.4377441406,18.34375,15.8668125589,17.5193683035
16.8408203125,30.375,42.2187170481,42.2187170481
50.125,51.5625,47.2031757706,74.7537713067
124.0,87.0,135.759666372,73.0
190.5,169.5,273.793587923,159.5
11.017578125,26.1875,93.7872057435,5.75
87.3125,57.78125,124.010571894,57.75
181.5,133.125,92.1929154438,90.875
46.34375,44.875,64.8300376606,45.2402981199
36.484375,85.0,62.2353962335,76.0
136.375,168.25,326.187220814,170.363014396
157.25,92.0,167.624036308,70.5
1.0,87.25,215.290930672,87.7651462538
150.25,119.0,194.408592238,116.358184938
62.6875,37.4375,44.5077090001,35.8824849962
96.09375,129.1015625,206.436877138,148.5
77.125,56.734375,110.363439673,66.34375
34.78515625,112.5,179.302244229,103.361250623
91.943359375,64.5,23.6626378571,56.9375
56.6875,42.0,95.9687704913,67.75
30.69921875,54.0,118.416658224,58.0
11.46875,34.1875,92.773790322,15.25
30.9956054688,10.0,16.541543942,8.87292480469
14.8359375,22.0625,18.3478021599,15.6315624288
71.8671875,55.0,44.8424284461,71.1714549306
96.53125,62.125,104.110034248,58.5
356.53125,208.0,163.90515039,170.0
142.6015625,120.0,120.273577492,116.1875
79.6376953125,52.25,51.9229862189,70.75
81.9375,66.5,56.531246034,66.9375
55.171875,51.01953125,37.0576264227,36.7513651976
27.875,38.875,32.25313274,28.75
1.0,9.875,8.70617845578,12.4921009609
200.625,97.75,90.5596846967,96.0
353.5,154.0,105.326434345,89.0
86.943359375,60.125,59.8217335064,65.0938498884
108.046875,57.3125,50.5624214849,48.75
200.40625,161.0,165.681677163,156.3125
77.552734375,40.75,19.9516101687,29.4375
222.875,131.25,119.775853839,121.587773438
131.46875,94.625,47.5480457215,67.375
37.75,24.8515625,18.9807584207,13.28125
167.75,104.5,51.9999003503,94.0577422708
86.0087867889,50.5,51.9476002093,64.0
124.630111307,46.375,100.904610523,68.875
807.148952688,165.75,279.818260494,214.5625
1.0,47.5625,328.956427005,55.625
160.137679428,77.5,68.6886876648,62.125
1.0,83.25,137.209941488,76.0625
72.340171201,27.84375,14.8219879339,13.78125
39.8386141533,11.0625,35.0514516788,25.3125
67.6003386556,44.53125,46.0112237478,67.625
1.0,31.75,43.46218421,31.125
39.5816583913,1.0,79.7198663155,66.90625
488.310405665,84.0,62.4473312954,96.7640595012
196.456857046,119.5,89.1687290493,111.8125
43.4104942135,50.75,53.1582184266,53.1010615388
39.8695767877,69.0,63.9245038333,66.375
136.581936831,120.0,90.8684462216,124.580857452
374.375195627,196.0,149.106210403,176.795898438
1.0,152.5,89.2684549392,129.0
68.3643229627,46.125,40.6400138899,50.46875
172.870993665,142.0,270.675756525,169.5
58.5038871638,55.0,147.628819665,84.40625
240.15469955,263.75,545.844808668,270.0
17.6272827815,25.921875,13.1928487823,30.78125
83.9595099882,104.25,483.115549852,131.583198903
219.26437142,208.375,145.105675655,207.375
104.633461042,82.46875,43.9602662841,93.5
67.4084851796,80.25,108.99520525,290.032786698
1.0,36.25,111.089920418,28.375
170.281525401,166.125,182.452200118,226.68633376
96.2859632459,79.3203125,94.3887044991,108.96875
63.5652934352,54.5,105.752082011,83.796875
160.107701569,140.3125,149.41823906,154.25
43.8116557054,38.703125,99.0261056997,36.875
94.3827731921,79.6875,166.282739646,95.125
75.7776438178,64.1875,72.6010557379,93.1875
209.056290049,279.359375,814.465278085,329.0
281.038937726,252.75,1393.84509293,276.0
80.4810678747,103.25,168.786331517,89.125
91.1138868535,91.40625,649.459099397,159.984968287
67.5352220875,246.5,118.919308271,104.55105841
42.5461564858,64.625,285.482291523,80.4375
42.5982432215,35.9375,36.2452187876,31.125
162.001574871,120.0,342.733285191,150.5
1.0,32.25,12.4768749765,22.3125
104.254653928,114.875,491.958499577,100.546875
80.0391474069,76.375,140.291688873,91.5
236.347349292,212.125,151.484803063,221.28125
