NextExisting1Value,NextExisting2Value,NextExisting3Value,NextExisting7Value,NextExisting14Value,NextExisting21Value,NextExisting30Value
,27.0,27.5,30.4,27.0833333333,26.9375,28.2727272727
,274.0,265.0,291.6,286.5,285.0625,291.181818182
274.0,265.0,253.666666667,327.833333333,291.0,291.823529412,291.181818182
76.0,81.5,78.6666666667,111.666666667,97.1538461538,98.6470588235,95.0909090909
27.0,27.5,26.3333333333,36.6666666667,27.7692307692,27.8235294118,28.2727272727
28.0,26.0,26.0,34.6666666667,27.8333333333,27.875,28.0909090909
87.0,80.0,80.0,116.0,98.9166666667,100.0625,93.8181818182
256.0,243.5,243.5,330.333333333,292.416666667,292.9375,289.909090909
24.0,24.0,27.0,31.6666666667,27.5833333333,27.75,28.0
231.0,231.0,263.5,321.833333333,288.166666667,289.875,290.590909091
73.0,73.0,98.0,110.666666667,97.6666666667,98.875,92.9545454545
,30.0,36.5,30.6666666667,27.0,28.0,27.9545454545
,296.0,348.5,316.166666667,288.583333333,293.8,290.363636364
,123.0,151.0,106.5,98.0,100.6,92.5
,3.0,37.0,57.0,62.4166666667,64.3333333333,68.4090909091
30.0,36.5,47.0,28.2857142857,27.0,27.375,27.9545454545
123.0,151.0,144.666666667,103.428571429,98.0,98.0625,92.5
296.0,348.5,402.0,304.857142857,288.583333333,288.9375,290.363636364
3.0,37.0,53.0,56.8571428571,62.4166666667,63.8125,68.4090909091
43.0,55.5,42.0,27.1428571429,26.7272727273,27.2,28.2727272727
71.0,78.0,72.6666666667,64.2857142857,67.8181818182,67.8666666667,71.8181818182
401.0,455.0,399.666666667,290.857142857,287.909090909,288.466666667,293.590909091
179.0,155.5,137.666666667,96.0,95.7272727273,96.4,94.0
509.0,399.0,334.333333333,282.857142857,282.090909091,282.333333333,291.272727273
132.0,117.0,96.3333333333,88.0,90.5454545455,91.8666666667,89.6818181818
68.0,41.5,31.0,24.7142857143,25.3636363636,26.4666666667,27.7727272727
85.0,73.5,66.6666666667,67.7142857143,67.9090909091,67.6666666667,73.3636363636
289.0,247.0,230.333333333,259.428571429,272.181818182,273.2,279.409090909
102.0,78.5,68.3333333333,84.7142857143,91.5454545455,89.8,86.5454545455
62.0,57.5,61.0,66.2857142857,69.0909090909,68.5333333333,71.4090909091
15.0,12.5,14.3333333333,20.1428571429,23.0,24.8666666667,25.5909090909
10.0,14.0,14.0,21.0,23.8,25.8,25.5454545455
55.0,51.5,62.6666666667,81.8333333333,90.5,88.0,85.2272727273
53.0,60.5,59.0,67.0,69.8,69.6666666667,71.5
205.0,201.0,213.0,254.5,270.5,276.666666667,275.909090909
18.0,16.0,18.0,23.5,25.4,26.9285714286,25.7272727273
48.0,66.5,68.0,84.6666666667,91.8,90.3571428571,85.4090909091
197.0,217.0,210.666666667,254.5,270.7,281.785714286,278.045454545
68.0,62.0,59.6666666667,69.6666666667,69.1,70.8571428571,71.6818181818
14.0,18.0,20.6666666667,23.3333333333,26.2222222222,27.2857142857,25.5454545455
237.0,217.5,260.0,261.0,278.888888889,285.285714286,280.954545455
85.0,78.0,93.0,89.5,96.6666666667,90.3571428571,85.8636363636
56.0,55.5,68.6666666667,67.8333333333,69.2222222222,73.0,71.0
71.0,97.0,101.0,90.4,93.8888888889,89.1428571429,87.4545454545
22.0,24.0,28.0,25.2,26.6666666667,28.1428571429,26.5
55.0,75.0,75.0,70.2,69.2222222222,73.7857142857,71.9545454545
198.0,271.5,296.0,265.8,276.555555556,287.714285714,285.545454545
26.0,31.0,31.0,26.0,27.25,28.2142857143,26.7142857143
123.0,116.0,116.0,95.25,96.75,88.5714285714,88.2380952381
345.0,345.0,345.0,282.75,286.375,289.714285714,289.714285714
95.0,85.0,85.0,74.0,71.0,75.1428571429,72.7619047619
109.0,109.0,90.5,95.0,95.25,85.9230769231,86.0476190476
345.0,345.0,275.0,280.75,281.875,285.461538462,288.333333333
75.0,75.0,72.0,68.25,67.625,73.6153846154,72.0476190476
36.0,36.0,30.5,26.5,28.0,28.3846153846,27.0476190476
,72.0,74.5,103.5,94.25,89.5384615385,84.9
,25.0,21.0,28.0,29.0,28.4615384615,26.6
,69.0,63.0,74.0,70.5,73.8461538462,71.9
,205.0,220.5,294.5,285.25,287.153846154,285.5
25.0,21.0,21.0,28.0,29.0,28.7142857143,26.7142857143
72.0,74.5,74.5,103.5,92.1111111111,89.1428571429,85.9047619048
69.0,63.0,63.0,74.0,71.4444444444,76.0714285714,71.9047619048
205.0,220.5,220.5,294.5,291.444444444,291.642857143,285.238095238
57.0,57.0,57.0,68.25,71.75,74.1428571429,72.9047619048
17.0,17.0,17.0,28.25,29.5,28.3571428571,26.9523809524
236.0,236.0,236.0,295.0,302.25,294.714285714,287.095238095
77.0,77.0,77.0,102.5,94.625,88.5,84.6666666667
,,28.0,32.0,30.25,28.1428571429,27.45
,,72.0,72.0,76.875,74.6428571429,73.7
,,337.0,314.666666667,303.5,293.0,289.65
,,122.0,111.0,91.0,88.2142857143,85.05
,28.0,35.0,28.5,29.7777777778,27.2,27.45
,72.0,85.0,68.0,75.7777777778,73.4666666667,73.7
,337.0,368.5,290.0,299.888888889,290.266666667,289.65
,122.0,132.5,98.25,88.4444444444,86.2666666667,85.05
337.0,368.5,368.5,290.0,292.5,288.4375,289.65
122.0,132.5,132.5,98.25,85.9,84.5,85.05
28.0,35.0,35.0,28.5,29.1,26.375,27.45
72.0,85.0,85.0,68.0,75.6,72.1875,73.7
42.0,42.0,34.0,29.5,29.2222222222,26.8125,27.35
400.0,400.0,303.5,283.0,287.555555556,288.5,291.15
98.0,98.0,72.0,67.0,76.0,72.5,74.65
143.0,143.0,105.5,95.5,81.8888888889,84.375,82.95
,207.0,207.0,276.0,283.888888889,281.066666667,285.5
,68.0,68.0,85.0,83.3333333333,80.4666666667,79.45
,26.0,26.0,30.0,28.6666666667,25.8,26.5
,46.0,46.0,67.0,73.7777777778,70.8,73.0
26.0,26.0,22.0,29.8,29.0,26.25,26.7142857143
68.0,68.0,64.0,83.0,83.4,80.25,80.1428571429
207.0,207.0,211.5,289.0,290.5,283.25,282.857142857
46.0,46.0,51.0,69.4,76.9,71.375,72.0476190476
,216.0,216.0,309.5,294.6,288.333333333,286.65
,18.0,18.0,30.75,28.4,26.2666666667,26.75
,56.0,56.0,75.25,76.5,73.0666666667,73.35
,60.0,60.0,86.75,82.9,81.0666666667,80.75
18.0,18.0,25.0,29.2,27.0909090909,26.4375,26.75
216.0,216.0,262.5,296.8,287.090909091,287.8125,286.65
56.0,56.0,62.0,79.8,75.3636363636,73.0,73.35
60.0,60.0,85.5,79.0,82.0,82.625,80.75
,32.0,38.0,30.8,26.7272727273,27.1875,27.55
,68.0,83.0,82.0,75.4545454545,75.125,75.35
,309.0,340.5,307.8,290.363636364,289.5625,292.7
,111.0,106.0,80.6,81.9090909091,81.75,82.6
309.0,340.5,340.666666667,294.166666667,287.916666667,289.5625,299.952380952
32.0,38.0,35.0,29.5,25.6666666667,27.1875,28.619047619
68.0,83.0,81.6666666667,80.6666666667,73.5833333333,75.125,75.8571428571
111.0,106.0,95.6666666667,77.6666666667,79.9166666667,81.75,84.1428571429
101.0,88.0,88.0,71.0,80.6666666667,79.8,82.8
44.0,36.5,36.5,29.0,25.9166666667,26.8666666667,28.45
372.0,356.5,356.5,291.2,290.333333333,288.266666667,299.5
98.0,88.5,88.5,83.2,74.3333333333,75.6,76.25
79.0,79.0,88.5,79.2,72.1818181818,74.0,74.5
341.0,341.0,293.5,290.2,282.909090909,282.285714286,293.35
29.0,29.0,26.0,27.6,24.2727272727,25.6428571429,27.25
75.0,75.0,61.5,82.0,78.8181818182,78.2857142857,80.25
,246.0,258.5,292.0,280.636363636,284.142857143,285.95
,48.0,58.0,83.8,79.0,78.6428571429,82.25
,98.0,82.5,84.4,72.2727272727,74.8571428571,73.25
,23.0,24.5,28.2,24.6363636364,25.4285714286,27.05
48.0,58.0,59.6666666667,80.3333333333,79.0,78.2666666667,81.0476190476
23.0,24.5,24.0,26.8333333333,24.6363636364,25.4,26.6666666667
246.0,258.5,247.666666667,284.666666667,280.636363636,284.333333333,283.333333333
98.0,82.5,79.6666666667,77.3333333333,72.2727272727,74.2,72.4285714286
68.0,65.5,65.5,84.5,84.2727272727,81.3333333333,82.2857142857
67.0,70.5,70.5,71.6666666667,69.9090909091,71.2,71.0952380952
271.0,248.5,248.5,279.0,283.727272727,283.266666667,283.80952381
26.0,24.5,24.5,25.3333333333,25.1818181818,25.9333333333,26.5714285714
74.0,74.0,76.0,70.0,72.0,71.5,72.0476190476
23.0,23.0,30.0,23.3333333333,25.5454545455,25.9285714286,26.2857142857
226.0,226.0,296.5,275.833333333,281.272727273,284.142857143,286.380952381
63.0,63.0,109.5,83.0,82.2727272727,82.2857142857,84.0
,156.0,120.0,82.1666666667,84.2,83.7692307692,86.7619047619
,367.0,358.5,281.666666667,286.8,288.615384615,294.80952381
,37.0,34.5,21.8333333333,25.8,26.1538461538,27.380952381
,78.0,91.5,66.5,71.8,71.3076923077,72.3333333333
367.0,358.5,321.666666667,289.714285714,286.8,292.071428571,297.227272727
156.0,120.0,101.0,87.5714285714,84.2,84.7142857143,86.8636363636
37.0,34.5,29.6666666667,23.7142857143,25.8,26.7142857143,28.2727272727
78.0,91.5,75.0,68.0,71.8,73.0714285714,73.0
105.0,73.5,70.3333333333,66.3333333333,71.1111111111,73.6428571429,72.7619047619
32.0,26.0,22.0,21.5,24.5555555556,27.6428571429,27.8571428571
350.0,299.0,270.0,276.833333333,277.888888889,297.642857143,293.904761905
84.0,73.5,73.3333333333,76.1666666667,76.2222222222,81.7857142857,83.5714285714
42.0,53.0,54.3333333333,62.1666666667,69.5555555556,71.2307692308,71.15
248.0,230.0,237.333333333,271.166666667,279.777777778,293.615384615,291.1
20.0,17.0,16.0,21.6666666667,23.8888888889,27.3076923077,27.65
63.0,68.0,65.0,75.0,75.7777777778,81.6153846154,83.55
64.0,60.5,58.0,66.2,72.1111111111,72.8461538462,72.0
14.0,14.0,14.0,22.0,24.4444444444,27.3076923077,27.7
212.0,232.0,241.666666667,275.8,284.111111111,293.692307692,290.0
73.0,66.0,63.3333333333,77.4,76.8888888889,80.6153846154,83.15
59.0,58.5,79.0,84.0,79.2222222222,83.8461538462,83.6842105263
57.0,55.0,62.3333333333,67.8,70.8888888889,72.0769230769,72.4210526316
252.0,256.5,283.666666667,289.4,286.111111111,292.230769231,294.105263158
14.0,14.0,21.0,25.0,26.3333333333,28.1538461538,28.4210526316
53.0,65.0,65.0,74.4,72.625,72.0,73.4210526316
58.0,89.0,89.0,81.4,81.75,83.6923076923,87.1578947368
14.0,24.5,24.5,28.2,27.875,28.5384615385,29.5263157895
261.0,299.5,299.5,287.8,290.375,290.615384615,299.157894737
35.0,35.0,34.0,31.75,29.8571428571,29.0769230769,30.6842105263
77.0,77.0,78.5,79.75,75.4285714286,73.3076923077,75.5789473684
120.0,120.0,98.5,87.25,85.1428571429,84.9230769231,90.6842105263
338.0,338.0,327.0,294.5,294.571428571,290.230769231,311.684210526
,80.0,80.0,80.6666666667,78.1428571429,74.0769230769,75.5
,33.0,33.0,30.6666666667,29.7142857143,27.9230769231,30.4444444444
,77.0,77.0,76.3333333333,81.8571428571,83.6923076923,89.0555555556
,316.0,316.0,280.0,294.428571429,289.230769231,310.222222222
77.0,77.0,91.5,76.3333333333,86.0,86.3571428571,89.0555555556
33.0,33.0,31.0,30.6666666667,32.25,29.2142857143,30.4444444444
80.0,80.0,76.0,80.6666666667,79.125,74.5,75.5
316.0,316.0,298.0,280.0,313.25,297.357142857,310.222222222
,72.0,81.0,84.3333333333,79.0,75.0,73.7777777778
,106.0,76.0,77.3333333333,87.2857142857,87.2142857143,90.0555555556
,280.0,262.0,297.0,312.857142857,299.642857143,308.611111111
,29.0,29.5,28.3333333333,32.1428571429,30.2142857143,29.6666666667
29.0,29.5,29.5,27.5,30.625,30.2142857143,29.3684210526
72.0,81.0,81.0,79.5,77.0,75.0,73.0526315789
280.0,262.0,262.0,294.5,304.875,299.642857143,307.052631579
106.0,76.0,76.0,76.25,82.625,87.2142857143,88.0526315789
90.0,90.0,90.0,74.75,74.75,75.2307692308,73.4210526316
30.0,30.0,30.0,28.0,30.125,30.3076923077,29.0
244.0,244.0,244.0,282.0,294.0,301.153846154,306.368421053
46.0,46.0,46.0,73.25,83.75,85.7692307692,84.9473684211
,,,294.666666667,292.375,299.769230769,311.368421053
,,,69.6666666667,70.5,72.8461538462,74.0526315789
,,,82.3333333333,85.125,86.4615384615,88.3157894737
,,,27.3333333333,28.75,29.6153846154,28.5789473684
,,367.0,294.666666667,288.333333333,299.769230769,311.368421053
,,26.0,27.3333333333,27.8888888889,29.6153846154,28.5789473684
,,80.0,82.3333333333,83.8888888889,86.4615384615,88.3157894737
,,91.0,69.6666666667,70.4444444444,72.8461538462,74.0526315789
,91.0,78.0,76.25,72.1,73.0714285714,73.85
,26.0,25.5,29.0,27.1,30.0,28.5
,80.0,76.5,86.0,85.9,89.2142857143,87.3
,367.0,327.0,305.25,292.0,303.214285714,316.9
91.0,78.0,69.6666666667,78.2,72.8181818182,74.4666666667,73.619047619
80.0,76.5,82.3333333333,91.8,89.0909090909,91.6,85.5238095238
26.0,25.5,27.3333333333,33.2,28.8181818182,30.4,27.9523809524
367.0,327.0,294.666666667,333.2,302.090909091,316.266666667,314.428571429
73.0,83.5,83.5,94.75,89.9090909091,92.4285714286,85.8
287.0,258.5,258.5,324.75,300.363636364,312.642857143,311.8
65.0,59.0,59.0,75.0,72.4545454545,73.2857142857,72.75
25.0,28.0,28.0,35.0,30.7272727273,30.7142857143,28.05
31.0,31.0,31.0,33.75,31.3,31.1538461538,28.2105263158
94.0,94.0,94.0,89.0,91.6,93.9230769231,86.4736842105
230.0,230.0,230.0,315.25,301.7,314.615384615,313.105263158
53.0,53.0,53.0,74.5,73.2,73.9230769231,73.1578947368
,,34.0,32.25,31.3333333333,30.2307692308,27.7368421053
,,96.0,74.75,75.4444444444,73.6153846154,73.4736842105
,,97.0,94.25,91.3333333333,94.0,85.8421052632
,,337.0,306.0,309.666666667,319.0,313.210526316
,337.0,391.0,291.0,301.3,316.142857143,313.210526316
,34.0,42.0,29.6,30.3,29.7857142857,27.7368421053
,97.0,106.0,86.8,87.7,91.0,85.8421052632
,96.0,91.0,71.0,73.8,72.6428571429,73.4736842105
34.0,42.0,42.0,28.1666666667,30.3,29.2666666667,28.4
97.0,106.0,106.0,84.6666666667,87.7,88.0666666667,88.45
337.0,391.0,391.0,285.166666667,301.3,312.866666667,318.6
96.0,91.0,91.0,70.8333333333,73.8,73.0666666667,74.6
86.0,86.0,74.5,69.3333333333,71.8,73.4666666667,73.25
115.0,115.0,82.5,85.8333333333,90.5,88.9333333333,87.8
50.0,50.0,35.0,25.8333333333,30.4,28.4666666667,27.6
445.0,445.0,347.0,283.166666667,302.4,313.0,321.5
,50.0,82.5,86.8333333333,91.5,87.0714285714,86.55
,63.0,58.5,68.3333333333,72.6,72.5714285714,72.4
,20.0,22.5,25.1666666667,29.0,26.9285714286,26.55
,249.0,221.0,276.166666667,307.8,303.571428571,310.25
63.0,58.5,57.6666666667,71.0,72.6,72.4,72.4
249.0,221.0,224.333333333,286.428571429,307.8,311.466666667,310.25
20.0,22.5,21.3333333333,28.2857142857,29.0,26.9333333333,26.55
50.0,82.5,74.0,87.1428571429,91.5,85.8,86.55
115.0,86.0,82.0,93.3333333333,96.1111111111,85.8,88.4736842105
54.0,55.0,60.0,72.3333333333,73.6666666667,72.8,72.8947368421
193.0,212.0,226.666666667,292.666666667,314.333333333,312.533333333,313.473684211
25.0,22.0,21.6666666667,29.6666666667,30.0,26.7333333333,26.8947368421
19.0,20.0,20.0,30.6,29.3333333333,26.8571428571,27.0
231.0,243.5,270.666666667,312.6,324.777777778,321.071428571,320.166666667
57.0,65.5,78.3333333333,89.0,93.8888888889,83.7142857143,87.0
56.0,63.0,71.0,76.0,73.1111111111,74.1428571429,73.9444444444
21.0,20.5,29.0,31.0,29.8888888889,27.4615384615,27.4705882353
70.0,78.5,79.0,76.6,73.5555555556,75.5384615385,75.0
74.0,89.0,99.6666666667,88.6,93.3333333333,85.7692307692,88.7647058824
256.0,290.5,328.0,311.6,330.111111111,328.0,325.411764706
20.0,33.0,37.6666666667,33.5,30.0,27.5384615385,28.7058823529
104.0,112.5,104.666666667,92.25,90.3333333333,86.3846153846,92.4705882353
325.0,364.0,358.666666667,325.5,331.333333333,326.153846154,337.470588235
87.0,83.5,84.6666666667,78.25,74.5555555556,74.6923076923,79.4117647059
80.0,83.5,83.5,75.5,76.2222222222,73.6666666667,78.9375
121.0,105.0,105.0,97.5,91.0,84.9166666667,91.75
403.0,375.5,375.5,331.25,332.888888889,326.25,338.25
46.0,46.5,46.5,37.25,30.2222222222,28.1666666667,29.25
89.0,89.0,89.0,98.5,87.25,86.3333333333,88.5
87.0,87.0,87.0,79.0,75.75,75.0,78.625
47.0,47.0,47.0,34.75,28.25,27.75,27.1875
348.0,348.0,348.0,355.25,324.125,327.75,326.875
,,55.0,101.666666667,84.625,85.9166666667,87.375
,,21.0,30.6666666667,25.75,25.3333333333,24.9375
,,226.0,357.666666667,333.375,331.666666667,316.6875
,,59.0,76.3333333333,73.625,73.5,76.625
,21.0,21.0,30.6666666667,24.7777777778,25.6153846154,24.9375
,226.0,226.0,357.666666667,325.777777778,323.076923077,316.6875
,55.0,55.0,101.666666667,80.7777777778,86.2307692308,87.375
,59.0,59.0,76.3333333333,73.1111111111,73.1538461538,76.625
21.0,21.0,28.0,27.75,24.7777777778,25.6153846154,24.8823529412
59.0,59.0,67.5,69.5,73.1111111111,73.1538461538,76.5882352941
226.0,226.0,287.0,340.0,325.777777778,323.076923077,310.823529412
55.0,55.0,90.0,100.0,80.7777777778,86.2307692308,86.1176470588
,76.0,85.0,69.75,74.875,74.3333333333,77.6875
,125.0,125.0,99.25,84.0,88.8333333333,88.0625
,35.0,35.5,28.5,25.25,26.0,25.125
,348.0,423.5,353.25,338.25,331.166666667,316.125
35.0,35.5,35.5,27.2,24.8888888889,26.0,25.125
76.0,85.0,85.0,71.6,73.1111111111,74.3333333333,77.6875
348.0,423.5,423.5,336.0,326.444444444,331.166666667,316.125
125.0,125.0,125.0,88.8,83.7777777778,88.8333333333,88.0625
94.0,94.0,94.0,76.8,72.75,74.1818181818,78.1875
499.0,499.0,499.0,334.2,323.75,329.636363636,316.375
125.0,125.0,125.0,85.8,78.625,85.5454545455,86.4375
36.0,36.0,36.0,24.6,23.625,25.1818181818,25.375
,,19.0,21.75,24.25,25.7272727273,24.3125
,,95.0,76.0,80.25,86.6363636364,82.75
,,49.0,72.5,73.0,78.8181818182,76.4375
,,287.0,293.0,314.0,326.181818182,301.5
,,21.0,20.0,21.875,22.7272727273,22.25
,49.0,54.5,72.0,72.5555555556,78.8181818182,76.8823529412
,95.0,73.5,74.4,80.6666666667,86.6363636364,81.5882352941
,19.0,21.5,22.8,23.5555555556,25.7272727273,24.4117647059
,287.0,283.0,318.8,323.0,326.181818182,296.294117647
,21.0,20.5,20.4,22.3333333333,22.7272727273,21.8235294118
95.0,73.5,64.6666666667,70.3333333333,81.6,85.1666666667,81.5882352941
19.0,21.5,21.6666666667,21.8333333333,24.1,24.6666666667,24.4117647059
49.0,54.5,62.6666666667,71.5,72.2,78.5,76.8823529412
287.0,283.0,277.666666667,309.833333333,312.7,317.416666667,296.294117647
21.0,20.5,19.3333333333,20.1666666667,21.5,22.6666666667,21.8235294118
1.0,17.0,21.3333333333,21.8,25.7777777778,27.5833333333,30.1764705882
52.0,49.5,69.6666666667,65.4,80.1111111111,83.1666666667,79.7058823529
279.0,273.0,295.0,314.4,315.555555556,308.916666667,295.411764706
60.0,69.5,80.3333333333,76.0,74.7777777778,79.0,78.4117647059
24.0,23.0,22.6666666667,22.4,24.6666666667,24.0,24.3529411765
20.0,18.5,19.6666666667,20.0,21.5555555556,21.9166666667,22.3529411765
79.0,90.5,90.5,80.0,76.625,80.7272727273,80.8823529412
33.0,31.5,31.5,27.0,28.875,30.0,33.5294117647
267.0,303.0,303.0,323.25,320.125,311.636363636,299.0
47.0,78.5,78.5,68.75,83.625,86.0,83.5882352941
17.0,19.5,19.5,20.0,21.75,22.0909090909,22.6470588235
22.0,22.0,22.0,22.0,24.75,24.0,24.4117647059
22.0,22.0,24.5,22.0,25.1428571429,24.1818181818,26.0588235294
22.0,22.0,22.0,20.25,22.4285714286,22.5454545455,23.5882352941
339.0,339.0,380.5,314.5,327.714285714,307.090909091,306.941176471
110.0,110.0,89.0,77.5,88.8571428571,87.7272727273,87.5882352941
102.0,102.0,86.0,75.0,76.2857142857,80.4545454545,84.0
30.0,30.0,27.5,24.0,28.2857142857,29.5454545455,36.2352941176
,68.0,59.0,66.6666666667,85.3333333333,85.5,85.8235294118
,422.0,343.5,306.333333333,325.833333333,303.9,308.823529412
,70.0,69.5,66.0,72.0,78.3,83.0
,22.0,20.5,19.6666666667,22.5,22.6,24.7647058824
,25.0,22.5,22.0,28.0,29.5,37.7647058824
,27.0,22.0,22.0,25.6666666667,24.4,25.9411764706
68.0,59.0,59.0,84.5,92.7142857143,85.5,85.8235294118
22.0,20.5,20.5,23.75,24.2857142857,22.6,24.7647058824
25.0,22.5,22.5,30.25,31.0,29.5,37.7647058824
422.0,343.5,343.5,335.0,345.142857143,303.9,308.823529412
27.0,22.0,22.0,26.75,28.0,24.4,25.9411764706
70.0,69.5,69.5,73.5,82.4285714286,78.3,83.0
20.0,20.0,20.0,29.75,32.0,31.2,38.6470588235
17.0,17.0,17.0,24.5,28.1666666667,25.6,25.8235294118
69.0,69.0,69.0,73.25,84.5,79.7,83.3529411765
19.0,19.0,19.0,24.75,24.6666666667,23.6,24.5294117647
265.0,265.0,265.0,328.25,332.333333333,296.9,298.470588235
50.0,50.0,50.0,88.5,96.8333333333,88.6,85.0588235294
,,21.0,30.75,32.1666666667,33.2,40.1176470588
,,232.0,317.0,325.0,296.5,295.941176471
,,22.0,27.5,27.5,25.8,26.5882352941
,,18.0,23.5,25.1666666667,23.5,24.3529411765
,,59.0,73.25,85.5,79.4,83.1764705882
,,82.0,98.5,100.0,90.2,84.8235294118
,21.0,21.0,30.75,31.7142857143,33.0909090909,40.6666666667
,232.0,232.0,317.0,305.0,288.909090909,292.333333333
,18.0,18.0,23.5,23.2857142857,22.7272727273,24.5555555556
,22.0,22.0,27.5,25.1428571429,25.8181818182,25.8888888889
,59.0,59.0,73.25,81.1428571429,79.8181818182,83.0
,82.0,82.0,98.5,95.8571428571,87.7272727273,83.8333333333
12.0,12.0,12.5,11.75,16.1428571429,21.5454545455,24.1578947368
22.0,22.0,31.5,27.5,25.1428571429,25.8181818182,26.0
232.0,232.0,326.5,317.0,305.0,288.909090909,292.526315789
21.0,21.0,38.0,30.75,31.7142857143,33.0909090909,42.2631578947
59.0,59.0,77.5,73.25,81.1428571429,79.8181818182,84.0526315789
18.0,18.0,27.0,23.5,23.2857142857,22.7272727273,24.7368421053
82.0,82.0,110.0,98.5,95.8571428571,87.7272727273,85.0526315789
,421.0,408.0,345.333333333,302.857142857,292.545454545,302.368421053
,41.0,29.5,29.3333333333,25.4285714286,25.4545454545,26.8947368421
,13.0,12.5,11.6666666667,18.8571428571,23.0,25.2105263158
,55.0,39.0,34.0,32.7142857143,34.8181818182,44.6842105263
,96.0,82.5,78.0,83.5714285714,81.2727272727,86.5263157895
,36.0,31.0,25.3333333333,23.8571428571,23.8181818182,25.9473684211
,138.0,111.0,104.0,93.5714285714,86.0,86.3157894737
55.0,39.0,34.0,34.0,32.7142857143,36.75,44.45
138.0,111.0,104.0,104.0,93.5714285714,88.6666666667,87.05
96.0,82.5,78.0,78.0,83.5714285714,83.0,86.5
421.0,408.0,345.333333333,345.333333333,302.857142857,296.5,303.9
36.0,31.0,25.3333333333,25.3333333333,23.8571428571,23.9166666667,26.05
