YearDayRange,MonthDayRange,WeekDayRange,MonthRange,YearRange
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
125,26,0,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
129,13,3,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
264,19,5,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
255,1,6,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
226,0,4,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
171,23,1,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
113,5,2,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
112,9,0,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
143,16,3,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
250,25,5,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
280,11,6,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
278,29,4,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
192,27,1,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
155,2,2,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
183,14,0,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
170,28,3,5,5
