YearDayRange,MonthDayRange,WeekDayRange,MonthRange,YearRange
35,19,3,1,3
35,19,3,1,3
35,19,3,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
285,1,5,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
248,0,6,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
61,23,4,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
49,5,1,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
76,9,2,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
216,16,0,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
159,25,3,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
319,11,5,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
162,29,6,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
14,27,4,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
28,2,1,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
45,14,2,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
254,28,0,1,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
289,30,3,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
219,6,5,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
253,10,6,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
150,22,4,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
8,7,1,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
21,17,2,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
165,21,0,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
284,18,3,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
303,24,5,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
225,4,6,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
94,8,4,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
2,20,1,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
55,3,2,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
6,15,0,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
309,26,3,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
313,13,5,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
114,19,6,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
198,1,4,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
44,0,1,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
9,23,2,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
223,5,0,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
332,9,3,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
246,16,5,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
137,25,6,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
161,11,4,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
193,29,1,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
77,27,2,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
241,2,0,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
105,14,3,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
247,28,5,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
179,12,6,3,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
201,30,4,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
13,6,1,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
51,10,2,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
229,22,0,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
269,7,3,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
265,17,5,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
320,21,6,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
175,18,4,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
117,24,1,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
158,4,2,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
322,8,0,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
346,20,3,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
290,3,5,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
212,15,6,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
136,26,4,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
125,13,1,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
129,19,2,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
264,1,0,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
255,0,3,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
226,23,5,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
171,5,6,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
113,9,4,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
112,16,1,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
143,25,2,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
250,11,0,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
280,29,3,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
278,27,5,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
192,2,6,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
155,14,4,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
183,28,1,5,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
170,30,2,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
236,6,0,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
172,10,3,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
207,22,5,2,3
